REGWLD,GDPIN,SCEN,Value
ARG,IndTaxes,GPESSRRnD20,-2.36268970184028E-0003
BGD,IndTaxes,GPESSRRnD20,3.48922959528863E-0003
BRAZIL,IndTaxes,GPESSRRnD20,3.76257533207536E-0003
C_C_Amer,IndTaxes,GPESSRRnD20,0.028348319232
CAN,IndTaxes,GPESSRRnD20,-3.95287247374654E-0003
CHIHKG,IndTaxes,GPESSRRnD20,9.29274130612612E-0003
COL,IndTaxes,GPESSRRnD20,3.91535740345716E-0003
E_Asia,IndTaxes,GPESSRRnD20,-2.40972120082006E-0004
EGY,IndTaxes,GPESSRRnD20,-2.86975526250899E-0003
ETH,IndTaxes,GPESSRRnD20,-8.54086503386498E-0003
EU27,IndTaxes,GPESSRRnD20,1.77542876917869E-0003
IDN,IndTaxes,GPESSRRnD20,0.050182882696
INDIA,IndTaxes,GPESSRRnD20,9.02234949171543E-0003
JAPAN,IndTaxes,GPESSRRnD20,0.012832948007
KOR,IndTaxes,GPESSRRnD20,3.21406428702176E-0003
MAR,IndTaxes,GPESSRRnD20,-3.34783061407506E-0003
MDG,IndTaxes,GPESSRRnD20,3.52693675085902E-0003
MEAS_NAfr,IndTaxes,GPESSRRnD20,0.016127975658
MEX,IndTaxes,GPESSRRnD20,0.011101986282
MYS,IndTaxes,GPESSRRnD20,0.026886506006
NGA,IndTaxes,GPESSRRnD20,6.30544126033783E-0003
Oceania,IndTaxes,GPESSRRnD20,4.05675917863846E-0003
Oth_CEE_CIS,IndTaxes,GPESSRRnD20,0.030351612717
Oth_Europe,IndTaxes,GPESSRRnD20,0.048399224877
PAK,IndTaxes,GPESSRRnD20,2.17974581755698E-0003
PHL,IndTaxes,GPESSRRnD20,0.01996573247
POL,IndTaxes,GPESSRRnD20,0.010062066838
R_S_Asia,IndTaxes,GPESSRRnD20,0.22405391932
R_SE_Asia,IndTaxes,GPESSRRnD20,4.89086285233498E-0003
Russia,IndTaxes,GPESSRRnD20,0.019042942673
S_o_Amer,IndTaxes,GPESSRRnD20,4.33460948988795E-0003
S_S_AFR,IndTaxes,GPESSRRnD20,0.046325914562
TUR,IndTaxes,GPESSRRnD20,0.011603782885
USA,IndTaxes,GPESSRRnD20,-1.21718412265182E-0003
VNM,IndTaxes,GPESSRRnD20,0.02509932965
XAC,IndTaxes,GPESSRRnD20,0.040621038526
ZAF,IndTaxes,GPESSRRnD20,-1.02475110907108E-0004
World,IndTaxes,GPESSRRnD20,8.05690884590149E-0003
ARG,TechChange,GPESSRRnD20,0.036078229547
BGD,TechChange,GPESSRRnD20,0.14760880172
BRAZIL,TechChange,GPESSRRnD20,0.023431941867
C_C_Amer,TechChange,GPESSRRnD20,0.28957027197
CAN,TechChange,GPESSRRnD20,2.86053726449609E-0003
CHIHKG,TechChange,GPESSRRnD20,0.12368930131
COL,TechChange,GPESSRRnD20,0.022345107049
E_Asia,TechChange,GPESSRRnD20,0.1227503866
EGY,TechChange,GPESSRRnD20,0.43160456419
ETH,TechChange,GPESSRRnD20,0.82426637411
EU27,TechChange,GPESSRRnD20,5.38937188684940E-0003
IDN,TechChange,GPESSRRnD20,0.43319478631
INDIA,TechChange,GPESSRRnD20,0.076221875846
JAPAN,TechChange,GPESSRRnD20,5.28342509642243E-0003
KOR,TechChange,GPESSRRnD20,0.013583851978
MAR,TechChange,GPESSRRnD20,0.19462011755
MDG,TechChange,GPESSRRnD20,0.10618404299
MEAS_NAfr,TechChange,GPESSRRnD20,0.11610150337
MEX,TechChange,GPESSRRnD20,0.10042188317
MYS,TechChange,GPESSRRnD20,0.14584483206
NGA,TechChange,GPESSRRnD20,0.68577426672
Oceania,TechChange,GPESSRRnD20,0.028990412131
Oth_CEE_CIS,TechChange,GPESSRRnD20,0.16806069016
Oth_Europe,TechChange,GPESSRRnD20,0.01722445339
PAK,TechChange,GPESSRRnD20,0.21552418172
PHL,TechChange,GPESSRRnD20,0.26370710135
POL,TechChange,GPESSRRnD20,0.13121053576
R_S_Asia,TechChange,GPESSRRnD20,0.11325841397
R_SE_Asia,TechChange,GPESSRRnD20,0.22559776902
Russia,TechChange,GPESSRRnD20,0.041829191148
S_o_Amer,TechChange,GPESSRRnD20,0.057191785425
S_S_AFR,TechChange,GPESSRRnD20,0.26769572496
TUR,TechChange,GPESSRRnD20,0.079371973872
USA,TechChange,GPESSRRnD20,7.05792382359505E-0003
VNM,TechChange,GPESSRRnD20,0.3097307384
XAC,TechChange,GPESSRRnD20,0.080013878644
ZAF,TechChange,GPESSRRnD20,-2.57352716289461E-0003
World,TechChange,GPESSRRnD20,0.073223680258
ARG,Land,BAU_aESRigid,-5.47591596841812E-0004
BGD,Land,BAU_aESRigid,-0.050645563751
BRAZIL,Land,BAU_aESRigid,-5.22661255672574E-0004
C_C_Amer,Land,BAU_aESRigid,-3.27338650822639E-0003
CAN,Land,BAU_aESRigid,-1.13986243377440E-0004
CHIHKG,Land,BAU_aESRigid,2.38684850046411E-0004
COL,Land,BAU_aESRigid,-2.36333045177162E-0003
E_Asia,Land,BAU_aESRigid,-8.36960407468723E-0006
EGY,Land,BAU_aESRigid,1.59873010125011E-0003
ETH,Land,BAU_aESRigid,0.017151298001
EU27,Land,BAU_aESRigid,6.35400298051536E-0004
IDN,Land,BAU_aESRigid,0.089388281107
INDIA,Land,BAU_aESRigid,-2.13577807880938E-0003
JAPAN,Land,BAU_aESRigid,2.58789164945483E-0004
KOR,Land,BAU_aESRigid,-4.48435253929347E-0004
MAR,Land,BAU_aESRigid,-3.37983598001301E-0004
MDG,Land,BAU_aESRigid,1.41025264747441E-0003
MEAS_NAfr,Land,BAU_aESRigid,-3.03403940051794E-0005
MEX,Land,BAU_aESRigid,-4.20908589148894E-0004
MYS,Land,BAU_aESRigid,-0.012129545212
NGA,Land,BAU_aESRigid,-5.44576020911336E-0003
Oceania,Land,BAU_aESRigid,-4.46967489551753E-0004
Oth_CEE_CIS,Land,BAU_aESRigid,1.14463371573947E-0004
Oth_Europe,Land,BAU_aESRigid,5.79896208364516E-0004
PAK,Land,BAU_aESRigid,-4.82229515910149E-0003
PHL,Land,BAU_aESRigid,4.15651011280715E-0004
POL,Land,BAU_aESRigid,-1.17611745372415E-0003
R_S_Asia,Land,BAU_aESRigid,-3.03879816783592E-0004
R_SE_Asia,Land,BAU_aESRigid,-9.14073735475540E-0003
Russia,Land,BAU_aESRigid,-7.17464863555506E-0005
S_o_Amer,Land,BAU_aESRigid,-8.76574544236064E-0004
S_S_AFR,Land,BAU_aESRigid,-1.63377844728529E-0003
TUR,Land,BAU_aESRigid,-3.30978537022020E-0007
USA,Land,BAU_aESRigid,2.82317141682142E-0005
VNM,Land,BAU_aESRigid,-8.18178337067366E-0003
XAC,Land,BAU_aESRigid,0.020371021703
ZAF,Land,BAU_aESRigid,-5.09815174154937E-0004
World,Land,BAU_aESRigid,7.09400512278080E-0004
ARG,UnSkLab,BAU_aESRigid,-2.83788210708735E-0008
BGD,UnSkLab,BAU_aESRigid,-2.97492674938837E-0009
BRAZIL,UnSkLab,BAU_aESRigid,4.02124987886054E-0006
C_C_Amer,UnSkLab,BAU_aESRigid,3.89908294891939E-0004
CAN,UnSkLab,BAU_aESRigid,1.41160362545634E-0005
CHIHKG,UnSkLab,BAU_aESRigid,-3.38969985023141E-0005
COL,UnSkLab,BAU_aESRigid,-8.39706757460590E-0008
E_Asia,UnSkLab,BAU_aESRigid,3.81062825908884E-0004
EGY,UnSkLab,BAU_aESRigid,-1.47602889910559E-0008
ETH,UnSkLab,BAU_aESRigid,1.02840296278828E-0007
EU27,UnSkLab,BAU_aESRigid,2.22101312829182E-0004
IDN,UnSkLab,BAU_aESRigid,-7.07266394783801E-0007
INDIA,UnSkLab,BAU_aESRigid,7.82513609465241E-0009
JAPAN,UnSkLab,BAU_aESRigid,4.23544042860158E-0005
KOR,UnSkLab,BAU_aESRigid,5.59963918931317E-0005
MAR,UnSkLab,BAU_aESRigid,-3.41428460615134E-0007
MDG,UnSkLab,BAU_aESRigid,1.27997115129119E-0008
MEAS_NAfr,UnSkLab,BAU_aESRigid,1.28377418150194E-0004
MEX,UnSkLab,BAU_aESRigid,1.12407542474102E-0006
MYS,UnSkLab,BAU_aESRigid,1.53160453209011E-0008
NGA,UnSkLab,BAU_aESRigid,-2.16266915487040E-0008
Oceania,UnSkLab,BAU_aESRigid,4.40784351667389E-0005
Oth_CEE_CIS,UnSkLab,BAU_aESRigid,-1.51223572902381E-0003
Oth_Europe,UnSkLab,BAU_aESRigid,4.42192365881056E-0004
PAK,UnSkLab,BAU_aESRigid,-6.65437793756496E-0009
PHL,UnSkLab,BAU_aESRigid,-2.97917939207082E-0008
POL,UnSkLab,BAU_aESRigid,-3.05430694425013E-0006
R_S_Asia,UnSkLab,BAU_aESRigid,-3.42467683367431E-0006
R_SE_Asia,UnSkLab,BAU_aESRigid,6.05489476583898E-0005
Russia,UnSkLab,BAU_aESRigid,3.74616337950329E-0009
S_o_Amer,UnSkLab,BAU_aESRigid,1.46342790685594E-0004
S_S_AFR,UnSkLab,BAU_aESRigid,-1.00790159194730E-0004
TUR,UnSkLab,BAU_aESRigid,1.17945269551001E-0007
USA,UnSkLab,BAU_aESRigid,7.22418044460937E-0005
VNM,UnSkLab,BAU_aESRigid,-2.71697486731171E-0009
XAC,UnSkLab,BAU_aESRigid,6.84855706367671E-0007
ZAF,UnSkLab,BAU_aESRigid,2.39141991187353E-0006
World,UnSkLab,BAU_aESRigid,5.04641793668270E-0005
ARG,SkLab,BAU_aESRigid,4.45290240236318E-0008
BGD,SkLab,BAU_aESRigid,1.87085475999993E-0008
BRAZIL,SkLab,BAU_aESRigid,2.17903580050915E-0004
C_C_Amer,SkLab,BAU_aESRigid,2.77670123614371E-0003
CAN,SkLab,BAU_aESRigid,6.01497595198452E-0004
CHIHKG,SkLab,BAU_aESRigid,6.52327376883477E-0004
COL,SkLab,BAU_aESRigid,-1.83703377842903E-0007
E_Asia,SkLab,BAU_aESRigid,2.71361251361668E-0003
EGY,SkLab,BAU_aESRigid,-8.58284010973875E-0007
ETH,SkLab,BAU_aESRigid,-1.02185174455371E-0006
EU27,SkLab,BAU_aESRigid,3.66535503417254E-0004
IDN,SkLab,BAU_aESRigid,-2.85422574961558E-0004
INDIA,SkLab,BAU_aESRigid,1.92661886444512E-0007
JAPAN,SkLab,BAU_aESRigid,1.80096447002143E-0003
KOR,SkLab,BAU_aESRigid,3.56694654328749E-0004
MAR,SkLab,BAU_aESRigid,4.84951613088924E-0007
MDG,SkLab,BAU_aESRigid,-5.53731069885544E-0008
MEAS_NAfr,SkLab,BAU_aESRigid,1.74305820837617E-0003
MEX,SkLab,BAU_aESRigid,1.80008719325997E-0004
MYS,SkLab,BAU_aESRigid,1.13783276134427E-0008
NGA,SkLab,BAU_aESRigid,4.05824209792627E-0007
Oceania,SkLab,BAU_aESRigid,6.13953568972647E-0004
Oth_CEE_CIS,SkLab,BAU_aESRigid,-7.45289353653789E-0003
Oth_Europe,SkLab,BAU_aESRigid,4.03617415577173E-0003
PAK,SkLab,BAU_aESRigid,-4.84300812786387E-0007
PHL,SkLab,BAU_aESRigid,-1.96824544218543E-0007
POL,SkLab,BAU_aESRigid,3.18711576983333E-0003
R_S_Asia,SkLab,BAU_aESRigid,5.55760227143764E-0004
R_SE_Asia,SkLab,BAU_aESRigid,-1.45698874257505E-0003
Russia,SkLab,BAU_aESRigid,4.80944436276332E-0007
S_o_Amer,SkLab,BAU_aESRigid,1.38593342853710E-0004
S_S_AFR,SkLab,BAU_aESRigid,-4.40434843767434E-0004
TUR,SkLab,BAU_aESRigid,5.44260110473260E-0005
USA,SkLab,BAU_aESRigid,7.72462110035121E-0004
VNM,SkLab,BAU_aESRigid,1.46085042729283E-0007
XAC,SkLab,BAU_aESRigid,-1.33686555159329E-0007
ZAF,SkLab,BAU_aESRigid,2.22494272748008E-0005
World,SkLab,BAU_aESRigid,5.27081370819360E-0004
ARG,Capital,BAU_aESRigid,5.38458166943201E-0008
BGD,Capital,BAU_aESRigid,-2.76174922930750E-0008
BRAZIL,Capital,BAU_aESRigid,4.85211901832372E-0004
C_C_Amer,Capital,BAU_aESRigid,-4.00240649469197E-0004
CAN,Capital,BAU_aESRigid,1.61834439495578E-0004
CHIHKG,Capital,BAU_aESRigid,1.65746139828116E-0003
COL,Capital,BAU_aESRigid,7.81478036060435E-0007
E_Asia,Capital,BAU_aESRigid,-3.06146743241698E-0004
EGY,Capital,BAU_aESRigid,-1.49437397567453E-0007
ETH,Capital,BAU_aESRigid,-4.84414556467527E-0007
EU27,Capital,BAU_aESRigid,2.96519865514711E-0004
IDN,Capital,BAU_aESRigid,-2.31387163512409E-0003
INDIA,Capital,BAU_aESRigid,5.53404682079872E-0008
JAPAN,Capital,BAU_aESRigid,3.30314942402765E-0004
KOR,Capital,BAU_aESRigid,1.33610126795247E-0004
MAR,Capital,BAU_aESRigid,1.76908816484911E-0008
MDG,Capital,BAU_aESRigid,2.11228598345770E-0005
MEAS_NAfr,Capital,BAU_aESRigid,6.48608081974089E-0004
MEX,Capital,BAU_aESRigid,1.90226419363171E-0004
MYS,Capital,BAU_aESRigid,-3.03463679074412E-0007
NGA,Capital,BAU_aESRigid,2.75995631682235E-0007
Oceania,Capital,BAU_aESRigid,5.16987231094390E-0004
Oth_CEE_CIS,Capital,BAU_aESRigid,-5.41025423444808E-0004
Oth_Europe,Capital,BAU_aESRigid,2.76310741901398E-0003
PAK,Capital,BAU_aESRigid,9.24477916441901E-0008
PHL,Capital,BAU_aESRigid,3.13271129925852E-0007
POL,Capital,BAU_aESRigid,4.96180728077889E-0004
R_S_Asia,Capital,BAU_aESRigid,2.35281055211090E-0004
R_SE_Asia,Capital,BAU_aESRigid,-7.41454714443535E-0005
Russia,Capital,BAU_aESRigid,-6.02044165134430E-0004
S_o_Amer,Capital,BAU_aESRigid,8.41440632939339E-0004
S_S_AFR,Capital,BAU_aESRigid,-1.99350579350721E-0005
TUR,Capital,BAU_aESRigid,1.96043038158678E-0004
USA,Capital,BAU_aESRigid,1.06010455056094E-0004
VNM,Capital,BAU_aESRigid,5.23462801993446E-0008
XAC,Capital,BAU_aESRigid,1.40044289764774E-0006
ZAF,Capital,BAU_aESRigid,2.76168011623668E-0005
World,Capital,BAU_aESRigid,4.63854928966612E-0004
ARG,NatRes,BAU_aESRigid,2.83977072967900E-0008
BGD,NatRes,BAU_aESRigid,5.34642197180801E-0007
BRAZIL,NatRes,BAU_aESRigid,1.01003854169335E-0008
C_C_Amer,NatRes,BAU_aESRigid,-3.82049381732941E-0003
CAN,NatRes,BAU_aESRigid,1.52908327777368E-0007
CHIHKG,NatRes,BAU_aESRigid,-3.66278254659846E-0005
COL,NatRes,BAU_aESRigid,-6.61815775515606E-0008
E_Asia,NatRes,BAU_aESRigid,3.10115392494481E-0005
EGY,NatRes,BAU_aESRigid,-1.23949382668798E-0006
ETH,NatRes,BAU_aESRigid,-1.87213746727366E-0008
EU27,NatRes,BAU_aESRigid,-4.06547442253213E-0005
IDN,NatRes,BAU_aESRigid,-4.09229471642902E-0007
INDIA,NatRes,BAU_aESRigid,-6.09408971286030E-0007
JAPAN,NatRes,BAU_aESRigid,2.11603801147930E-0008
KOR,NatRes,BAU_aESRigid,-1.85269072972005E-0007
MAR,NatRes,BAU_aESRigid,6.43514056264394E-0007
MDG,NatRes,BAU_aESRigid,-1.16566241104010E-0006
MEAS_NAfr,NatRes,BAU_aESRigid,-6.97506175129092E-0006
MEX,NatRes,BAU_aESRigid,2.55772825141776E-0008
MYS,NatRes,BAU_aESRigid,-4.17137385966271E-0007
NGA,NatRes,BAU_aESRigid,-1.72620019611713E-0007
Oceania,NatRes,BAU_aESRigid,3.10488103423268E-0005
Oth_CEE_CIS,NatRes,BAU_aESRigid,-1.14639944513328E-0004
Oth_Europe,NatRes,BAU_aESRigid,5.40932751391665E-0006
PAK,NatRes,BAU_aESRigid,1.82509177193424E-0006
PHL,NatRes,BAU_aESRigid,9.48219792462623E-0007
POL,NatRes,BAU_aESRigid,3.10232302069835E-0008
R_S_Asia,NatRes,BAU_aESRigid,8.98559519555420E-0004
R_SE_Asia,NatRes,BAU_aESRigid,-1.72113801818341E-0003
Russia,NatRes,BAU_aESRigid,2.51286937924533E-0008
S_o_Amer,NatRes,BAU_aESRigid,-4.25421167165041E-0004
S_S_AFR,NatRes,BAU_aESRigid,-1.82815338484943E-0003
TUR,NatRes,BAU_aESRigid,-8.79847661394706E-0009
USA,NatRes,BAU_aESRigid,2.35217836319634E-0008
VNM,NatRes,BAU_aESRigid,-4.30710286991598E-0007
XAC,NatRes,BAU_aESRigid,4.38950735315302E-0007
ZAF,NatRes,BAU_aESRigid,7.82100642027217E-0008
World,NatRes,BAU_aESRigid,-8.37434417917393E-0005
ARG,IndTaxes,BAU_aESRigid,-2.74348817765713E-0003
BGD,IndTaxes,BAU_aESRigid,-0.015633311123
BRAZIL,IndTaxes,BAU_aESRigid,-8.30930937081575E-0003
C_C_Amer,IndTaxes,BAU_aESRigid,-0.021839352325
CAN,IndTaxes,BAU_aESRigid,0.016543030739
CHIHKG,IndTaxes,BAU_aESRigid,-0.014857517555
COL,IndTaxes,BAU_aESRigid,0.01948995702
E_Asia,IndTaxes,BAU_aESRigid,5.83923421800137E-0003
EGY,IndTaxes,BAU_aESRigid,9.07221715897322E-0003
ETH,IndTaxes,BAU_aESRigid,0.03775594756
EU27,IndTaxes,BAU_aESRigid,-0.022437695414
IDN,IndTaxes,BAU_aESRigid,-9.68537200242281E-0003
INDIA,IndTaxes,BAU_aESRigid,-0.04445457086
JAPAN,IndTaxes,BAU_aESRigid,-7.17221479862928E-0003
KOR,IndTaxes,BAU_aESRigid,-0.04742731154
MAR,IndTaxes,BAU_aESRigid,-4.67789126560092E-0003
MDG,IndTaxes,BAU_aESRigid,4.27781883627176E-0003
MEAS_NAfr,IndTaxes,BAU_aESRigid,0.05799999088
MEX,IndTaxes,BAU_aESRigid,7.23230245057494E-0004
MYS,IndTaxes,BAU_aESRigid,-0.014341952279
NGA,IndTaxes,BAU_aESRigid,2.29832250624895E-0003
Oceania,IndTaxes,BAU_aESRigid,0.044014137238
Oth_CEE_CIS,IndTaxes,BAU_aESRigid,0.016982750967
Oth_Europe,IndTaxes,BAU_aESRigid,8.93758237361908E-0003
PAK,IndTaxes,BAU_aESRigid,-0.024164337665
PHL,IndTaxes,BAU_aESRigid,0.028394691646
POL,IndTaxes,BAU_aESRigid,-0.036601468921
R_S_Asia,IndTaxes,BAU_aESRigid,-0.036315195262
R_SE_Asia,IndTaxes,BAU_aESRigid,-0.04774595052
Russia,IndTaxes,BAU_aESRigid,0.07033111155
S_o_Amer,IndTaxes,BAU_aESRigid,0.018028276041
S_S_AFR,IndTaxes,BAU_aESRigid,0.035033926368
TUR,IndTaxes,BAU_aESRigid,-0.028062090278
USA,IndTaxes,BAU_aESRigid,-3.39226797223091E-0003
VNM,IndTaxes,BAU_aESRigid,2.04802001826465E-0003
XAC,IndTaxes,BAU_aESRigid,0.12482570857
ZAF,IndTaxes,BAU_aESRigid,4.37925523146987E-0003
World,IndTaxes,BAU_aESRigid,-2.87929037585855E-0003
ARG,TechChange,BAU_aESRigid,0.011681546457
BGD,TechChange,BAU_aESRigid,-2.0947446823
BRAZIL,TechChange,BAU_aESRigid,-0.038978278637
C_C_Amer,TechChange,BAU_aESRigid,-0.16264672577
CAN,TechChange,BAU_aESRigid,-0.014734261669
CHIHKG,TechChange,BAU_aESRigid,-0.28723028302
COL,TechChange,BAU_aESRigid,0.035458724946
E_Asia,TechChange,BAU_aESRigid,3.32428887486458E-0003
EGY,TechChange,BAU_aESRigid,-0.57593631744
ETH,TechChange,BAU_aESRigid,-0.39126506448
EU27,TechChange,BAU_aESRigid,0.018699420616
IDN,TechChange,BAU_aESRigid,-0.41606760025
INDIA,TechChange,BAU_aESRigid,-0.14217205346
JAPAN,TechChange,BAU_aESRigid,-0.027369529009
KOR,TechChange,BAU_aESRigid,-0.066543757915
MAR,TechChange,BAU_aESRigid,0.24337616563
MDG,TechChange,BAU_aESRigid,-1.0763243437
MEAS_NAfr,TechChange,BAU_aESRigid,0.019531317055
MEX,TechChange,BAU_aESRigid,1.41753640491515E-0003
MYS,TechChange,BAU_aESRigid,-0.3613717556
NGA,TechChange,BAU_aESRigid,-0.076025165617
Oceania,TechChange,BAU_aESRigid,0.046397108585
Oth_CEE_CIS,TechChange,BAU_aESRigid,-0.047381266952
Oth_Europe,TechChange,BAU_aESRigid,-0.09525193274
PAK,TechChange,BAU_aESRigid,0.20434477925
PHL,TechChange,BAU_aESRigid,0.22589939833
POL,TechChange,BAU_aESRigid,-0.058648128062
R_S_Asia,TechChange,BAU_aESRigid,-0.4938839674
R_SE_Asia,TechChange,BAU_aESRigid,-0.1308453083
Russia,TechChange,BAU_aESRigid,-0.011286617257
S_o_Amer,TechChange,BAU_aESRigid,-0.088733121753
S_S_AFR,TechChange,BAU_aESRigid,1.91824510693550E-0003
TUR,TechChange,BAU_aESRigid,-0.048928428441
USA,TechChange,BAU_aESRigid,-5.85132976993918E-0003
VNM,TechChange,BAU_aESRigid,-0.08836106956
XAC,TechChange,BAU_aESRigid,1.0872336626
ZAF,TechChange,BAU_aESRigid,-0.02111890167
World,TechChange,BAU_aESRigid,-0.073892384768
ARG,Land,BAU_aECOLLPS,0.099257722497
BGD,Land,BAU_aECOLLPS,1.3256993294
BRAZIL,Land,BAU_aECOLLPS,0.21970257163
C_C_Amer,Land,BAU_aECOLLPS,0.17688713968
CAN,Land,BAU_aECOLLPS,0.026918780059
CHIHKG,Land,BAU_aECOLLPS,-0.018046602607
COL,Land,BAU_aECOLLPS,0.29361104965
E_Asia,Land,BAU_aECOLLPS,2.31310878007207E-0005
EGY,Land,BAU_aECOLLPS,-0.063602946699
ETH,Land,BAU_aECOLLPS,0.14141058922
EU27,Land,BAU_aECOLLPS,0.022666249424
IDN,Land,BAU_aECOLLPS,1.3588318825
INDIA,Land,BAU_aECOLLPS,0.054318897426
JAPAN,Land,BAU_aECOLLPS,0.028770510107
KOR,Land,BAU_aECOLLPS,6.16754265502095E-0003
MAR,Land,BAU_aECOLLPS,0.043000876904
MDG,Land,BAU_aECOLLPS,1.8488790989
MEAS_NAfr,Land,BAU_aECOLLPS,2.09583272226155E-0003
MEX,Land,BAU_aECOLLPS,0.023153657094
MYS,Land,BAU_aECOLLPS,0.81278413534
NGA,Land,BAU_aECOLLPS,0.027735993266
Oceania,Land,BAU_aECOLLPS,0.016808710992
Oth_CEE_CIS,Land,BAU_aECOLLPS,-6.57259544823319E-0004
Oth_Europe,Land,BAU_aECOLLPS,-2.02406523749232E-0003
PAK,Land,BAU_aECOLLPS,0.089279092848
PHL,Land,BAU_aECOLLPS,0.042420160025
POL,Land,BAU_aECOLLPS,-3.15918470732868E-0003
R_S_Asia,Land,BAU_aECOLLPS,5.95990754663944E-0003
R_SE_Asia,Land,BAU_aECOLLPS,0.23608404398
Russia,Land,BAU_aECOLLPS,0.017176760361
S_o_Amer,Land,BAU_aECOLLPS,0.14080511034
S_S_AFR,Land,BAU_aECOLLPS,0.17953722179
TUR,Land,BAU_aECOLLPS,3.57520580291748E-0003
USA,Land,BAU_aECOLLPS,3.08219878934324E-0003
VNM,Land,BAU_aECOLLPS,0.14979766309
XAC,Land,BAU_aECOLLPS,0.61731761694
ZAF,Land,BAU_aECOLLPS,0.057842019945
World,Land,BAU_aECOLLPS,0.053071100265
ARG,UnSkLab,BAU_aECOLLPS,-2.81767114529430E-0007
BGD,UnSkLab,BAU_aECOLLPS,7.39394323545639E-0009
BRAZIL,UnSkLab,BAU_aECOLLPS,-9.38450830290094E-0005
C_C_Amer,UnSkLab,BAU_aECOLLPS,2.01295260922052E-0004
CAN,UnSkLab,BAU_aECOLLPS,-2.60859524132684E-0004
CHIHKG,UnSkLab,BAU_aECOLLPS,-0.010217644274
COL,UnSkLab,BAU_aECOLLPS,3.74566894834061E-0007
E_Asia,UnSkLab,BAU_aECOLLPS,4.18706703931093E-0003
EGY,UnSkLab,BAU_aECOLLPS,-2.12931382748138E-0007
ETH,UnSkLab,BAU_aECOLLPS,2.10910661735397E-0006
EU27,UnSkLab,BAU_aECOLLPS,-3.61096928827465E-0003
IDN,UnSkLab,BAU_aECOLLPS,-2.74027242994634E-0005
INDIA,UnSkLab,BAU_aECOLLPS,1.04492528407718E-0007
JAPAN,UnSkLab,BAU_aECOLLPS,-5.16262254677713E-0004
KOR,UnSkLab,BAU_aECOLLPS,-2.06841295585036E-0003
MAR,UnSkLab,BAU_aECOLLPS,4.93111485866393E-0007
MDG,UnSkLab,BAU_aECOLLPS,2.59111925515754E-0006
MEAS_NAfr,UnSkLab,BAU_aECOLLPS,1.56392250210047E-0003
MEX,UnSkLab,BAU_aECOLLPS,-1.15658694994636E-0004
MYS,UnSkLab,BAU_aECOLLPS,1.14741726520151E-0006
NGA,UnSkLab,BAU_aECOLLPS,-1.10812507614355E-0007
Oceania,UnSkLab,BAU_aECOLLPS,-1.36300994199701E-0004
Oth_CEE_CIS,UnSkLab,BAU_aECOLLPS,-0.010810909793
Oth_Europe,UnSkLab,BAU_aECOLLPS,-5.66732371225953E-0003
PAK,UnSkLab,BAU_aECOLLPS,6.03392891207477E-0009
PHL,UnSkLab,BAU_aECOLLPS,1.94821296872760E-0007
POL,UnSkLab,BAU_aECOLLPS,-1.55756133608520E-0003
R_S_Asia,UnSkLab,BAU_aECOLLPS,-7.43168493499979E-0005
R_SE_Asia,UnSkLab,BAU_aECOLLPS,4.76472283480689E-0004
Russia,UnSkLab,BAU_aECOLLPS,-3.77806145479553E-0007
S_o_Amer,UnSkLab,BAU_aECOLLPS,3.95955564454198E-0003
S_S_AFR,UnSkLab,BAU_aECOLLPS,-4.99099399894476E-0003
TUR,UnSkLab,BAU_aECOLLPS,-9.11702318262542E-0006
USA,UnSkLab,BAU_aECOLLPS,-2.09232093766332E-0003
VNM,UnSkLab,BAU_aECOLLPS,6.09210019320017E-0007
XAC,UnSkLab,BAU_aECOLLPS,-1.15199145511724E-0006
ZAF,UnSkLab,BAU_aECOLLPS,-4.77586901979521E-0004
World,UnSkLab,BAU_aECOLLPS,-3.16547485999763E-0003
ARG,SkLab,BAU_aECOLLPS,1.83486736204941E-0006
BGD,SkLab,BAU_aECOLLPS,-4.42636363118254E-0008
BRAZIL,SkLab,BAU_aECOLLPS,-5.20756002515554E-0003
C_C_Amer,SkLab,BAU_aECOLLPS,-0.023286640644
CAN,SkLab,BAU_aECOLLPS,-0.011524782516
CHIHKG,SkLab,BAU_aECOLLPS,-0.040407482535
COL,SkLab,BAU_aECOLLPS,-6.85263046307227E-0007
E_Asia,SkLab,BAU_aECOLLPS,0.022918980569
EGY,SkLab,BAU_aECOLLPS,-3.48006051353877E-0006
ETH,SkLab,BAU_aECOLLPS,-1.30115731735714E-0005
EU27,SkLab,BAU_aECOLLPS,-0.048265252262
IDN,SkLab,BAU_aECOLLPS,-9.99523140490055E-0003
INDIA,SkLab,BAU_aECOLLPS,6.52186145089217E-0006
JAPAN,SkLab,BAU_aECOLLPS,-0.021814340726
KOR,SkLab,BAU_aECOLLPS,-0.012170187198
MAR,SkLab,BAU_aECOLLPS,3.89070009987336E-0006
MDG,SkLab,BAU_aECOLLPS,-1.50690084410599E-0005
MEAS_NAfr,SkLab,BAU_aECOLLPS,-0.015273905359
MEX,SkLab,BAU_aECOLLPS,-0.020835073665
MYS,SkLab,BAU_aECOLLPS,3.76740217689076E-0006
NGA,SkLab,BAU_aECOLLPS,-8.97453537618276E-0006
Oceania,SkLab,BAU_aECOLLPS,-3.58695001341403E-0003
Oth_CEE_CIS,SkLab,BAU_aECOLLPS,-0.12555012107
